,Unnamed: 0_x,Year_x,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Country,ISO,Region,Continent,End Year,Total Deaths,VariableGroup,Subgroup,Variable,Year_y,Value_x,Unit,Symbol,Unnamed: 0_y,COUB,Place of birth,Education level,Age,Sex,Country of residence,Value_y
37,13285,2016,101,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,28.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,4815,ETH,All places of birth,ISCED 5/6,All ages,Women,OECD - Total,14193
38,13285,2016,101,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,28.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,4818,ETH,Foreign-born,All levels of education,All ages,Women,OECD - Total,62409
39,13285,2016,101,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,28.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,4821,ETH,All places of birth,All levels of education,All ages,Women,OECD - Total,62409
40,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,510,ETH,Foreign-born,ISCED 3/4,25-64 years,Women,OECD - Total,22763
41,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,513,ETH,All places of birth,ISCED 3/4,25-64 years,Women,OECD - Total,22763
42,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,516,ETH,Foreign-born,Unknown education,25-64 years,Women,OECD - Total,1210
43,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,519,ETH,All places of birth,Unknown education,25-64 years,Women,OECD - Total,1210
44,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,522,ETH,Foreign-born,ISCED 0/1/2,25-64 years,Women,OECD - Total,12976
45,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,525,ETH,All places of birth,ISCED 0/1/2,25-64 years,Women,OECD - Total,12976
46,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,528,ETH,Foreign-born,ISCED 5/6,25-64 years,Women,OECD - Total,13053
47,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,531,ETH,All places of birth,ISCED 5/6,25-64 years,Women,OECD - Total,13053
48,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,534,ETH,Foreign-born,All levels of education,25-64 years,Women,OECD - Total,50002
49,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,537,ETH,All places of birth,All levels of education,25-64 years,Women,OECD - Total,50002
50,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1944,ETH,Foreign-born,ISCED 3/4,15-24 years,Women,OECD - Total,4995
51,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1947,ETH,All places of birth,ISCED 3/4,15-24 years,Women,OECD - Total,4995
52,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1950,ETH,Foreign-born,Unknown education,15-24 years,Women,OECD - Total,558
53,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1953,ETH,All places of birth,Unknown education,15-24 years,Women,OECD - Total,558
54,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1956,ETH,Foreign-born,ISCED 0/1/2,15-24 years,Women,OECD - Total,3919
55,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1959,ETH,All places of birth,ISCED 0/1/2,15-24 years,Women,OECD - Total,3919
56,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1962,ETH,Foreign-born,ISCED 5/6,15-24 years,Women,OECD - Total,935
57,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1965,ETH,All places of birth,ISCED 5/6,15-24 years,Women,OECD - Total,935
58,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1968,ETH,Foreign-born,All levels of education,15-24 years,Women,OECD - Total,10407
59,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1971,ETH,All places of birth,All levels of education,15-24 years,Women,OECD - Total,10407
60,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,3378,ETH,Foreign-born,ISCED 3/4,65+ years,Women,OECD - Total,359
61,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,3381,ETH,All places of birth,ISCED 3/4,65+ years,Women,OECD - Total,359
62,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,3384,ETH,Foreign-born,Unknown education,65+ years,Women,OECD - Total,107
63,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,3387,ETH,All places of birth,Unknown education,65+ years,Women,OECD - Total,107
64,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,3390,ETH,Foreign-born,ISCED 0/1/2,65+ years,Women,OECD - Total,1329
65,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,3393,ETH,All places of birth,ISCED 0/1/2,65+ years,Women,OECD - Total,1329
66,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,3396,ETH,Foreign-born,ISCED 5/6,65+ years,Women,OECD - Total,205
67,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,3399,ETH,All places of birth,ISCED 5/6,65+ years,Women,OECD - Total,205
68,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,3402,ETH,Foreign-born,All levels of education,65+ years,Women,OECD - Total,2000
69,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,3405,ETH,All places of birth,All levels of education,65+ years,Women,OECD - Total,2000
70,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,4794,ETH,Foreign-born,ISCED 3/4,All ages,Women,OECD - Total,28117
71,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,4797,ETH,All places of birth,ISCED 3/4,All ages,Women,OECD - Total,28117
72,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,4800,ETH,Foreign-born,Unknown education,All ages,Women,OECD - Total,1875
73,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,4803,ETH,All places of birth,Unknown education,All ages,Women,OECD - Total,1875
74,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,4806,ETH,Foreign-born,ISCED 0/1/2,All ages,Women,OECD - Total,18224
75,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,4809,ETH,All places of birth,ISCED 0/1/2,All ages,Women,OECD - Total,18224
76,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,4812,ETH,Foreign-born,ISCED 5/6,All ages,Women,OECD - Total,14193
77,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,4815,ETH,All places of birth,ISCED 5/6,All ages,Women,OECD - Total,14193
78,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,4818,ETH,Foreign-born,All levels of education,All ages,Women,OECD - Total,62409
79,13286,2016,186,Natural,Hydrological,Flood,Ethiopia,ETH,Eastern Africa,Africa,2016,100.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,4821,ETH,All places of birth,All levels of education,All ages,Women,OECD - Total,62409
80,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,510,ETH,Foreign-born,ISCED 3/4,25-64 years,Women,OECD - Total,22763
81,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,513,ETH,All places of birth,ISCED 3/4,25-64 years,Women,OECD - Total,22763
82,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,516,ETH,Foreign-born,Unknown education,25-64 years,Women,OECD - Total,1210
83,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,519,ETH,All places of birth,Unknown education,25-64 years,Women,OECD - Total,1210
84,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,522,ETH,Foreign-born,ISCED 0/1/2,25-64 years,Women,OECD - Total,12976
85,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,525,ETH,All places of birth,ISCED 0/1/2,25-64 years,Women,OECD - Total,12976
86,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,528,ETH,Foreign-born,ISCED 5/6,25-64 years,Women,OECD - Total,13053
87,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,531,ETH,All places of birth,ISCED 5/6,25-64 years,Women,OECD - Total,13053
88,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,534,ETH,Foreign-born,All levels of education,25-64 years,Women,OECD - Total,50002
89,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,537,ETH,All places of birth,All levels of education,25-64 years,Women,OECD - Total,50002
90,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1944,ETH,Foreign-born,ISCED 3/4,15-24 years,Women,OECD - Total,4995
91,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1947,ETH,All places of birth,ISCED 3/4,15-24 years,Women,OECD - Total,4995
92,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1950,ETH,Foreign-born,Unknown education,15-24 years,Women,OECD - Total,558
93,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1953,ETH,All places of birth,Unknown education,15-24 years,Women,OECD - Total,558
94,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1956,ETH,Foreign-born,ISCED 0/1/2,15-24 years,Women,OECD - Total,3919
95,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1959,ETH,All places of birth,ISCED 0/1/2,15-24 years,Women,OECD - Total,3919
96,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1962,ETH,Foreign-born,ISCED 5/6,15-24 years,Women,OECD - Total,935
97,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1965,ETH,All places of birth,ISCED 5/6,15-24 years,Women,OECD - Total,935
98,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1968,ETH,Foreign-born,All levels of education,15-24 years,Women,OECD - Total,10407
99,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,1971,ETH,All places of birth,All levels of education,15-24 years,Women,OECD - Total,10407
100,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,3378,ETH,Foreign-born,ISCED 3/4,65+ years,Women,OECD - Total,359
101,14180,2018,180,Natural,Hydrological,Landslide,Ethiopia,ETH,Eastern Africa,Africa,2018,32.0,Water use,Pressure on water resources,SDG 6.4.2. Water Stress,2020,32.26,%,E,3381,ETH,All places of birth,ISCED 3/4,65+ years,Women,OECD - Total,359
